Identifier (RIC),Company Name,Country of Headquarters,"Company Market Cap
(EUR)","Total Assets
(FY-1, EUR)","Retained Earnings
(FY-1, EUR)","Earnings before Interest & Taxes (EBIT)
(FY-1, EUR)","Total Liabilities
(FY-1, EUR)","Revenue from Business Activities - Total
(FY-1, EUR)","Working Capital
(FY-1, EUR)",Organization Status Code,TRBC Economic Sector Name,Delisted Quote Flag,Issuer Rating,Credit Combined PD (%),Region
DOUn.DE,Douglas AG,Germany,861538464,4481300000,84000000,465400000,3718700000,4451000000,-179300000,Act,Consumer Cyclicals,FALSE,,0,West
GALD.S,Galderma Group AG,Switzerland,46002735423,12186760300,175310850,651982500,4662399300,4288596000,304258500,Act,Consumer Non-Cyclicals,FALSE,,0,West
EXENS.PA,Exosens SA,France,2754838248,817014000,29002744.8,74003000,404414000,383441000,207228000,Act,Industrials,FALSE,,0,West
MWB.VI,Mwb AG,Germany,17275811.67,,,,,,,Act,Consumer Cyclicals,FALSE,,,West
8888n.D,Meritu AG,Germany,1212000,,,,,,,Act,Consumer Cyclicals,FALSE,,0.01,West
EM6.MU,Energenta AG,Germany,11937987,,,,,,,Act,Industrials,FALSE,,,West
MLIME.EUA,Imeon Energy SAS,France,,,,,,,,Act,Utilities,FALSE,,,West
PTPn.DE,Pentixapharm Holding AG,Germany,55045958.94,,,,,,,Act,Healthcare,FALSE,,0,West
ZN2.DE,WeGrow AG,Germany,53673244.24,,,,,,,Act,Basic Materials,FALSE,,,West
VRXA.OQ,Veraxa Biotech AG,Switzerland,288206091.8,250952498.7,4000150.25,-678988.1,11671903.73,,650384.9,Act,Healthcare,FALSE,,0.01,West
SHA0n.DE,Schaeffler AG,Germany,7426793278,21370000000,-868000000,996000000,17401000000,18188000000,2128000000,Act,Consumer Cyclicals,FALSE,Ba1,0,West
TGE.N,Generation Essentials Group,France,45978893.99,152221260.7,1190081.53,-1434710.19,5254683.38,,1073999.66,Act,Industrials,FALSE,,0.02,West
ZAB.WA,Zabka Group SA,Luxembourg,6306373367,4110584402,146055291.6,392094943.5,3785632189,5567668088,-745084085.8,Act,Consumer Non-Cyclicals,FALSE,,0,West
4X0.DE,Steyr Motors AG,Austria,163904000,35710000,4876000,7572000,13372000,41657000,17151000,Act,Consumer Cyclicals,FALSE,,0,West
SUNN.S,Sunrise Communications Ltd,Switzerland,3201976128,12843318474,-389468937.4,165561563.1,8172565928,3213278439,-488912345.7,Act,Technology,FALSE,Ba3,0,West
NAO.D,Naoo AG,Switzerland,22245108,,,,,,,Act,Technology,FALSE,,0,West
UKO.VI,UKO Microshops AG,Austria,15231275.15,,,,,,,Act,Consumer Non-Cyclicals,FALSE,,,West
HAVAS.AS,Havas NV,France,1674103329,6676000000,173000000,328000000,4769000000,2863000000,-628000000,Act,Consumer Cyclicals,FALSE,,0,West
ALHG.PA,Louis Hachette Group SA,France,1754668657,12376000000,-46519789.6,464000000,9400000000,9294000000,-919000000,Act,Consumer Cyclicals,FALSE,,0,West
CAN.L,Canal+ SA,France,2747562595,9370000000,-149000000,482000000,4324000000,6418000000,-359000000,Act,Consumer Cyclicals,FALSE,,0,West
EBB.H,Empire Brand Building AG,Switzerland,3040000,,,,,,,Act,Technology,FALSE,,,West
NNNN.OQ,Anbio Biotechnology,Germany,560253831,18276551.17,2291928.09,1927324.99,1671233.02,7906032.52,16231089.85,Act,Healthcare,FALSE,,0,West
TTAM.N,Titan America SA,Belgium,3129114061,1512842807,160410876.6,247278127.2,788404284.2,1578660199,140258339,Act,Consumer Cyclicals,FALSE,,0,West
BIOV.S,BioVersys AG,Switzerland,165132814.5,37217813.49,-19930205.14,-20714892.42,25844639.11,,26324820.88,Act,Healthcare,FALSE,,0,West
ALPG.PA,Preatoni Group SA,France,369441290.6,367644375,-14664829,-4088592,170234122,67084906,17919431,Act,Consumer Cyclicals,FALSE,,0,West
X39.D,Cubedoc Se,Germany,144625000,,,,,,,Act,Industrials,FALSE,,,West
COSH.OL,Constellation Oil Services Holding SA,Luxembourg,999615071.9,2540355636,-40551379.7,6504370.6,765198536.7,544307831.6,163349144.4,Act,Energy,FALSE,B,0,West
4SY.D,Global Bridge Strategies AG,Switzerland,2900000,349358.07,148441.65,161928.61,23506.62,348022.84,324811.26,Act,Industrials,FALSE,,0,West
CMDB.N,Costamare Bulkers Holdings Ltd,Monaco,372035910.6,1198679968,-94904504.5,-36171023.2,791051816.1,1154637826,-174480176,Act,Industrials,FALSE,,0,West
TIWn.DE,TIN INN Holding AG,Germany,184233509.2,,,,,,,Act,Consumer Cyclicals,FALSE,,0,West
PFSE.DE,Pfisterer Holding SE,Germany,1652369129,242670000,32183000,52905000,158974000,383116000,43496000,Act,Industrials,FALSE,,0,West
1INN.DE,innoscripta SE,Germany,787000000,58808751.68,25090747.07,37327008.76,23663651.48,64706416.03,52499454.54,Act,Technology,FALSE,,0,West
1YTn.D,FutureSmart Holdings AG,Germany,400000,256324.2,-25424.79,-27408.15,39515.89,41887.39,,Act,Industrials,FALSE,,0.01,West
JBS.N,Jbs NV,Netherlands,11906039953,39298001781,1706619733,4706354511,31441019593,74550622147,5277630271,Act,Consumer Non-Cyclicals,FALSE,BBB-,0.01,West
HRX5.VI,REPLOID Group AG,Austria,192338794.8,,,,,,,Act,Industrials,FALSE,,,West
ALSEM.PA,Semco Technologies SAS,France,503474345.2,36656000,6664000,9380000,24044000,32003000,10641000,Act,Technology,FALSE,,0,West
AEBI.OQ,Aebi Schmidt Holding AG,Switzerland,890605831,1051018972,29635743.8,78676418.6,698296439.1,1048926832,242384877.8,Act,Industrials,FALSE,,0,West
ENRGY.BR,Energyvision NV,Belgium,871106305.6,253658000,7428000,13035000,171670000,99645000,69000,Act,Utilities,FALSE,,0,West
MLADE.EUB,Adec Innovations NV,Netherlands,,,,,,,,Act,Industrials,FALSE,,,West
LP5.D,Devaris Se,Germany,325000,,,,,,,Act,Industrials,FALSE,,,West
TKMS.DE,TKMS AG & Co KgaA,Germany,4700749878,4930401000,82946000,79756000,3332384000,1986551000,292066000,Act,Industrials,FALSE,,0,West
AMV0n.DE,Aumovio Se,Germany,3501784685,19881000000,-289000000,205000000,10960000000,19648000000,1402000000,Act,Consumer Cyclicals,FALSE,,0,West
MICCT.AS,Magnum Ice Cream Company NV,Netherlands,9371971156,5521000000,579000000,1028000000,2720000000,7947000000,-400000000,Act,Consumer Non-Cyclicals,FALSE,,0,West
OBCK.DE,Ottobock SE & Co KgaA,Germany,3327487852,2020500000,30200000,166400000,1771000000,1604600000,109600000,Act,Healthcare,FALSE,,0,West
MTLS.BR,Materialise NV,Belgium,359867425,396336000,13436000,9432000,147844000,266765000,88335000,Act,Technology,FALSE,,,West
1AST.VI,Asta Energy Solutions AG,Austria,933966092.8,286970000,4808000,25652000,228416000,642648000,40302000,Act,Industrials,FALSE,,0,West
AGMB.OQ,Agomab Therapeutics NV,Belgium,597480618.8,206358000,-46267000,-48419000,18277000,,164719000,Act,Healthcare,FALSE,,0,West
XK4.DE,Gabler Group AG,Germany,232320000,40089097.65,2944281.12,6314038.71,26159151.96,49152033.95,10594392.61,Act,Industrials,FALSE,,0,West
V1NC.DE,Vincorion Se,Germany,832000000,243025000,8403000,23547000,197193000,203977000,82194000,Act,Industrials,FALSE,,0,West
ALIEV.PA,IEVA Group SAS,France,78790561.39,22820000,-3608000,-2846000,11653000,19439000,3950000,Act,Consumer Cyclicals,FALSE,,0,West
VGNT.N,Versigent PLC,Switzerland,2578395325,4001723700,394087200,557324300,2338443900,8025663100,331303700,Act,Consumer Cyclicals,FALSE,Ba1,0,West
EVACG.DE,Electrovac AG,Germany,120000000,,,,,,,Act,Technology,FALSE,,,West
INIO.OQ,Innio NV,Germany,24569448750,3713788910,88862800,287645020,2977096980,2085474690,135226000,Act,Industrials,FALSE,B1,0,West
MLROT.EUA,Roth Mions SA,France,14992302.54,,,,,,,Act,Basic Materials,FALSE,,,West
FTG.VI,FIT GROUP AG,Germany,20531528.09,,,,,,,Act,Consumer Cyclicals,FALSE,,,West
SMRX.VI,Emerald Horizon AG,Austria,,,,,,,,Act,Utilities,FALSE,,,West
1MIL401E.BV^D23,Milsy as,Slovak Republic,129795,,,,,,,Act,Consumer Non-Cyclicals,TRUE,,,East
UFOSI.RTS^B15,Ufaorgsintez PAO,Russia,,445609016.9,,18539501.74,60495720.45,230705700.5,286151773.4,Act,Basic Materials,TRUE,,0,East
POON.PFT^C26,Poltavaoblenerho AT,Ukraine,,79917196.86,2356828.09,1869780.5,43121008.2,240424542.8,-4731944.46,Act,Utilities,TRUE,,,East
KRKO.MM^L22,Krasny Kotelshchik PAO,Russia,10678499.8,300377023.8,,25244971.86,225447019.9,153183158.9,37428772.87,Act,Industrials,TRUE,,0,East
MVZMI.RTS^E17,National helicopter center Mil&Kamov JSC,Russia,,553531239,,14460283.54,493336670.7,209606525.4,18907471.97,Act,Industrials,TRUE,,,East
ZSGPI.RTS^E17,Zapsibgazprom PAO,Russia,,67178004.37,6782469.79,8095141.64,9913437.51,27454366.36,55079937.83,Act,Industrials,TRUE,,0,East
HIMC.MM^L22,Khimprom PAO,Russia,69935958.86,180496677,10105433.7,14942605.89,73781362.82,138615252,30879558.03,Act,Basic Materials,TRUE,,0,East
KTYRI.RTS^E15,Kaluzhskiy Turbinnyi Zavod PAO,Russia,,360231530.8,-17089890.98,-23434292.86,333946502.9,78110059.98,-21870383.44,Act,Industrials,TRUE,,0,East
NAFP.PFT^L12,Naftokhimik Prykarpattia PAT,Ukraine,,,,,,,,Act,Energy,TRUE,,,East
AROM.BB^F26,Aroma AD,Bulgaria,7343126.95,24619421.4,599086.64,1150085.27,6606386.67,17333610.65,6476608.28,Act,Consumer Non-Cyclicals,TRUE,,0,East
CHEON.PFT^C26,Chernihivoblenerho AT,Ukraine,,53996989.22,7848395.58,9350699.59,15464531.35,63507853.53,3544099.47,Act,Utilities,TRUE,,,East
ERPAI.RTS^C16,Yenisyeyskoye Ryechnoye Parokhodstvo AO,Russia,,87152952.16,8240969.86,5565878.31,18579485.15,79668712.61,27127904.94,Act,Industrials,TRUE,,,East
ALMZI.RTS^J13,Sudostroitel'naya Firma Almaz PAO,Russia,,143731839.9,2087286.28,1613831.84,133566364.8,84077448.06,3053233.09,Act,Industrials,TRUE,,0,East
BUNZI.RTS^E17,"Otkrytoye Aktsionernoye Obshchestvo ""bugul'minskiy Elektronasosnyi Zavod""",Russia,,17248466.56,231723.07,-365601.26,1832857.28,4368943.17,5734184.19,Act,Energy,TRUE,,,East
VOPTI.RTS^C16,Vostochny Port AO,Russia,,152912008,8719188.33,12782495.12,53052995.44,66242727.14,8729639.42,Act,Industrials,TRUE,,,East
GYBBI.RTS^E17,Gul'kevichskiy Zavod Betonnykh Blokov Blok AO,Russia,,4048115.49,473088.49,522151.35,1107229.11,7261362.43,820009.28,Act,Basic Materials,TRUE,,,East
MTSTI.RTS^E17,ODK Kuznetsov PAO,Russia,,,,,,,,Act,Industrials,TRUE,,,East
MAYKI.RTS^E17,Mayak OAO,Russia,,84852238.12,,14163537.43,21407757.39,76345123.3,28457854.64,Act,Basic Materials,TRUE,,,East
ATOP.WA^E26,Aton HT SA,Poland,766164.88,21819.67,-105804.24,-105804.15,3479337.32,0,-3311609.87,Act,Industrials,TRUE,,,East
TMPAI.RTS^B17,ANPP Temp-Avia AO,Russia,,122963808.8,6685498.12,8784506.73,41567476.66,65214651.46,50845804.45,Act,Industrials,TRUE,,,East
KUST_p.MM^K15,Kubanskaya Step' AO,Russia,,8257172.47,-984984.73,286496.45,8948120.48,3179936.96,84551.52,Act,Consumer Non-Cyclicals,TRUE,,,East
ELMP.WA^F26,Elektromont SA,Poland,3435129.12,,,,,,,Act,Industrials,TRUE,,,East
SXPN_p.RTS^B21,Novoplastunovskoye AO,Russia,,11405850.48,,276037.08,12118712.94,4505102.18,-1678111.41,Act,Consumer Non-Cyclicals,TRUE,,,East
ERAP.WA^F26,Erato Energy SA,Poland,4168416.78,4755011.15,-382437.46,-3555.82,2868327.6,17721067.82,217266.94,Act,Industrials,TRUE,,,East
SGRE.WA^D26,Sadovaya Group SA,Ukraine,,15841636.42,-35722419.71,-1956134.69,52911066.72,954440.74,-43344627.07,Act,Energy,TRUE,,,East
BERP.WA^E26,Brg SA,Poland,3214984.65,301984.23,43857.54,-67422.78,238488.99,412828.16,46039.5,Act,Industrials,TRUE,,,East
GREP.WA^E26,MVA Green Energy SA,Poland,1465214.09,,,,,,,Act,Energy,TRUE,,,East
SOEN.EP^D26,Sumyoblenerho AT,Ukraine,,,,,,,,Act,Utilities,TRUE,,,East
GNGP.WA^F26,G Energy SA,Poland,4046479.95,6227755.91,152018.11,293647.17,3280392.5,4294315.52,634165.5,Act,Industrials,TRUE,,,East
FKD.WA^E26,Fabryka Konstrukcji Drewnianych SA,Poland,419030.61,,,,,,,Act,Basic Materials,TRUE,,,East
BRMBZ.PFT^A26,BMZ Prohres AT,Ukraine,,,,,,,,Act,Industrials,TRUE,,,East
LUO.WA^F26,Luon SA,Poland,233682.25,,,,,,,Act,Energy,TRUE,,,East
AQT.WA^F26,Aqt Water SA,Poland,59009.44,,,,,,,Act,Industrials,TRUE,,,East
GOVP.WA^E26,Govena Lighting SA,Poland,1586976.72,3294310.33,-975037.87,-46171.45,789254.8,1399877.1,771985.07,Act,Technology,TRUE,,,East
NPKBI.RTS^G23,Nevskoye Proyektno-Konstruktorskoye Byuro AO,Russia,,,,,,,,Act,Industrials,TRUE,,,East
PPGP.WA^E26,Punch Punk SA,Poland,453963.52,,,,,,,Act,Technology,TRUE,,,East
1CSB01AE.BV,Cestne Stavby as,Slovak Republic,306150,,,,,,,Act,Industrials,FALSE,,,East
DBC.WA,Firma Oponiarska Debica SA,Poland,305720094.7,542604221.7,-15070212.36,13578377.19,222765308.3,589317152.2,107308860.2,Act,Consumer Cyclicals,FALSE,,0,East
RMK.WA,Remak Energomontaz SA,Poland,8052138.68,40638504.14,957617.65,1451985.13,22846656.09,55548842.55,9826518.75,Act,Industrials,FALSE,,0,East
CEZP.PR,CEZ as,Czech Republic,27251430904,35782179276,81722668.97,3554181615,25896118915,13514141823,2066217509,Act,Utilities,FALSE,baa2,0,East
GAZP.MM,Gazprom PAO,Russia,31151581726,2.61E+11,10370373131,16664639837,1.11E+11,91187009242,-5135549252,Act,Utilities,FALSE,WD,0,East
MFGS.MM,Slavneft'-Megionneftegaz PAO,Russia,566604615.7,1661321949,,-357969856.5,866668852.4,1793803085,31390773.42,Act,Energy,FALSE,,0,East
GAZA.MM,Gaz PAO,Russia,152927944.4,1683214877,13845451.1,143175435.1,1656202772,2332032165,-160989734.4,Act,Consumer Cyclicals,FALSE,ruBBB,0,East
ENEQ.PR,Energoaqua as,Czech Republic,109701307.9,181560767.8,15127985.84,10427701.37,38011961.25,36162956.08,18940757.36,Act,Utilities,FALSE,,0,East
TABK.PR,Philip Morris CR as,Czech Republic,1439231635,687256672.4,-198548.76,158600748.2,348691329.6,858048314.4,233811017.9,Act,Consumer Non-Cyclicals,FALSE,,0,East
MOLB.BU,MOL Magyar Olaj es Gazipari Nyrt,Hungary,8475792856,20599062705,116882422.4,1388102948,9208278268,22312027468,1572733633,Act,Energy,FALSE,WR,0,East
ASP.BX,Rafinaria Astra Romana SA,Romania,4659832.39,20497591.5,-248365.06,-248358.22,9425456.91,339799.73,-8273565.85,Act,Energy,FALSE,,0,East
SGN.WA,Sygnity SA,Poland,393092825.3,97056525.68,14144337.88,14921334.75,30705297.48,68595885.84,17366266.2,Act,Technology,FALSE,,0,East
TOMA.PR,Toma as,Czech Republic,86388759.47,250546295.7,10600516.47,5376779.8,44491997.08,69785599.93,22387563.81,Act,Consumer Non-Cyclicals,FALSE,,0,East
BORY.WA,Boryszew SA,Poland,282875132.8,850126997.7,5054808.04,30759109.36,470685568.7,1196964973,52170157.86,Act,Basic Materials,FALSE,,0,East
NVT.WA,Novita SA,Poland,64767202.44,38820130.24,-1737422.1,6694900.81,10022815.16,46817512.72,6141106.29,Act,Consumer Cyclicals,FALSE,,0,East
DELTA.BU,Delta Group Nyrt,Hungary,54650127.76,43686868.1,4621035.89,6921968.11,25907869.55,79358589.7,1164254.62,Act,Technology,FALSE,,0,East
ULM.WA,Ulma Construccion Polska SA,Poland,65625236.48,96834025.22,982896.7,5297429.46,17922400.37,52451851.4,5269587.66,Act,Industrials,FALSE,,0,East
AMCP.WA,Amica SA,Poland,93094744.17,449025113.9,3088334.46,11698236.6,203408938.1,602131634.5,82893704.58,Act,Consumer Cyclicals,FALSE,,0,East
ECBP.WA,Ecb SA,Poland,16096687.35,7529219.04,149588393,14101054.4,2649416.63,36728953.47,1689225.37,Act,Utilities,FALSE,,0,East
FTEP.WA,Grupa Forte SA,Poland,102770064.4,353684190.3,11990063.91,14179283.78,129279836.1,263120148.8,86980161.54,Act,Consumer Cyclicals,FALSE,,0,East
STP.WA,Stalprodukt SA,Poland,284814449.1,1148244859,7041402.58,6782169.65,263354211.9,897007914.8,482758148.9,Act,Basic Materials,FALSE,,0,East
KMP.WA,Przedsiebiorstwo Produkcyjno Handlowe Kompap SA,Poland,25343816.44,26563419.82,-596731.92,640127.51,8839889.47,25279889.3,1648749.47,Act,Basic Materials,FALSE,,0,East
LBW.WA,Lubawa SA,Poland,444015512.4,177079950.9,23582709.14,27422070.39,68799435.16,119375123.4,55006278.34,Act,Consumer Cyclicals,FALSE,,0,East
ROSTZ.BX,Sinteza SA,Romania,5138139.26,8825235.66,-1765819.02,-1630826.73,3817268.22,554445.18,-2376905.04,Act,Basic Materials,FALSE,,0,East
APLP.WA,LC SA,Poland,850263.83,2516992.59,270229.27,85163.16,563621.04,2272967.37,2108022.24,Act,Industrials,FALSE,,0,East
PXMP.WA,Polimex Mostostal SA,Poland,453570339.6,622065897.6,-81556362.17,-90268272.94,484290851.9,668178474.6,-33624007.51,Act,Industrials,FALSE,,0,East
1FRG01AE.BV,Frigo as,Slovak Republic,,,,,,,,Act,Industrials,FALSE,,,East
NUTE.BU,Nutex Befektetesi Nyrt,Hungary,5784906.62,14320318.91,447156.88,-55083.26,22887.77,1175.88,14297295.26,Act,Healthcare,FALSE,,0,East
ROTBM.BX,Turbomecanica SA,Romania,19047495.51,51949734.18,1439882.14,4670296.05,21282197.39,28155158.76,15771458.73,Act,Industrials,FALSE,,0,East
COGP.WA,Cognor Holding SA,Poland,315703066.3,614494097,-12627544.52,-7305314.8,338530355.9,536567463.7,-38488602.22,Act,Basic Materials,FALSE,,0,East
LTX.WA,Lentex SA,Poland,66844420.83,108193714.9,4170655.31,7074625.57,19834360.16,73257399.16,30697810.6,Act,Consumer Cyclicals,FALSE,,0,East
PRTE.WA,Protektor SA,Poland,8898768.78,14843424.5,-2737855.3,-1589556.39,9649407.45,19606010.59,106921.88,Act,Consumer Cyclicals,FALSE,,0,East
ODL.WA,Spolka Akcyjna Odlewnie Polskie,Poland,90584386.17,42415466.28,1684078.14,3708341,7852090.37,51901332.38,16880321.46,Act,Basic Materials,FALSE,,0,East
NFER.PFT,Nikopol's'kyi Zavod Ferosplaviv AT,Ukraine,,693303805.8,,-57440807.13,468831781.1,226069528.3,41059953.31,Act,Basic Materials,FALSE,,0,East
1AGN401E.BV,Agrocons Nitra as,Slovak Republic,,,,,,,,Act,Industrials,FALSE,,,East
WWL.WA,Wawel SA,Poland,255526137.2,199646317.3,14228691.52,18078220.88,29688252.79,161266508.7,94388391.87,Act,Consumer Non-Cyclicals,FALSE,,0,East
1BSL01AE.BV,Biotika as,Slovak Republic,12751876.85,27721295,-2390009,-3480178,4090132,12150656,5920178,Act,Healthcare,FALSE,,0,East
1ISK01AE.BV,Colas Slovakia as,Slovak Republic,898092,98296000,-57459000,-54710000,127431000,116378000,-57366000,Act,Industrials,FALSE,,,East
ROCMP.BX,Compa SA,Romania,30669904.56,140304398.9,-86114.83,535756.72,36849915.66,126469961.2,23949098.5,Act,Consumer Cyclicals,FALSE,,0,East
RLP.WA,Relpol SA,Poland,12693912.45,31634137.46,-1764562.01,-1683844.18,9019106.46,25580066.05,9518387.2,Act,Industrials,FALSE,,0,East
SNK.WA,Sanok Rubber Company SA,Poland,131756412.9,281869478.9,6010716.06,14716615.61,144638167.2,338401441.3,62034578.89,Act,Consumer Cyclicals,FALSE,,0,East
MZA.WA,Muza SA,Poland,7210404.09,15265138.58,2249852.04,3465956.47,5951316.59,15764422.48,3875152.68,Act,Consumer Cyclicals,FALSE,,0,East
1TEM01AE.BV,Dividend Development as v likvidacii,Slovak Republic,,,,,,,,Act,Basic Materials,FALSE,,,East
1TSR01AE.BV,Sitno as v likvidacii,Slovak Republic,,43607000,-33332000,-2580000,31040000,32200000,923000,Act,Industrials,FALSE,,,East
LKOH.MM,NK Lukoil PAO,Russia,55517863370,78999446604,3862837053,8999651369,20345222189,37621083950,15512152047,Act,Energy,FALSE,WD,0,East
MSP.WA,Mostostal Plock SA,Poland,5648166.84,23937399.67,-1486845.87,-1838260.9,19669648.99,26702862.8,-2887826.69,Act,Industrials,FALSE,,0,East
ROPPL.BX,Promateris SA,Romania,40551139.25,39719222.14,346458.3,959236.41,20570389.19,22901694.75,363081.38,Act,Basic Materials,FALSE,,0,East
SARE.MM,Saratovenergo PAO,Russia,38001775.14,38267726.45,7997841.44,6445642.43,24706642.11,235084641.6,6987384.88,Act,Utilities,FALSE,,0,East
ZILL.MM,AMO ZIL PAO,Russia,96146661.1,326848286.2,22311608.74,28892678.27,7857495.29,33822750.74,125208870.9,Act,Consumer Cyclicals,FALSE,,0,East
SVTZI.RTS,Severskiy Trubnyi Zavod AO,Russia,,621297039.7,,49694756.04,539800116.3,779960828.6,-108016873.2,Act,Basic Materials,FALSE,,,East
SNTZI.RTS,Sinarskiy Trubnyi Zavod AO,Russia,,412285235.9,,79738150.54,306523821.3,703047367.3,-37436447.9,Act,Industrials,FALSE,,,East
TATN.MM,Tatneft' Imeni V.D. Shashina PAO,Russia,17515470265,18764810967,2123297635,3561631518,7443809874,17671811359,-195042941.8,Act,Energy,FALSE,WR,0,East
MTEL.BU,Magyar Telekom Telecommunications Public Ltd Co,Hungary,6755840304,3719384700,282552793.3,575616601,1608163336,2351798163,148235932.8,Act,Technology,FALSE,,0,East
AFLT.MM,Aeroflot-Rossiyskiye Avialinii PAO,Russia,2699637155,9845728213,497870980.8,842289684.6,10462711726,7291642677,-1321914219,Act,Industrials,FALSE,WD,0.01,East
1MRZ401E.BV,Mraziarne as Sladkovicovo,Slovak Republic,,,,,,,,Act,Consumer Non-Cyclicals,FALSE,,,East
BRM.BX,Bermas SA,Romania,8725129.23,7272859.74,37247.15,705120.48,2481198.06,8515752.04,2600155.37,Act,Consumer Non-Cyclicals,FALSE,,0,East
SHD.WA,Soho Development SA,Poland,5731134.82,3120282.89,-72879.79,-329594.19,182433.07,2569.48,2937849.82,Act,Consumer Cyclicals,FALSE,,0,East
NVGP.WA,Novavis Group SA,Poland,5573579.39,7975155.82,-904020.33,-298772.96,6676885.52,925096.55,-4881908.1,Act,Energy,FALSE,,0,East
08N.WA,Octava SA,Poland,6241406.41,16205333.2,-3214441.45,-2356960.71,6213869.32,,1711218.05,Act,Industrials,FALSE,,0,East
MDIP.WA,MDI Energia SA,Poland,18348374.04,17363224.66,-745645.6,-838763.56,14240263.42,47085402.34,1593533.79,Act,Energy,FALSE,,0,East
PJP.WA,PJP Makrum SA,Poland,25762434.99,92618916.6,486692.87,2688254.77,54457397.08,103994749.8,15900477.16,Act,Industrials,FALSE,,0,East
MSWP.WA,Mostostal Warszawa SA,Poland,94221692.35,248814239.7,-6294587.15,-4574712.41,230080917.6,369343979,-14892557.09,Act,Industrials,FALSE,,0.01,East
RPCP.WA,Zaklady Magnezytowe Ropczyce SA,Poland,36378135.73,138258182.9,-246364.86,1946586.57,44430136.59,100561551.3,41001383.44,Act,Basic Materials,FALSE,,0,East
VRGP.WA,VRG SA,Poland,287831917,394182610.8,15606143.54,28341083.86,145435986.9,321707355.8,84552982.46,Act,Consumer Cyclicals,FALSE,,0,East
BDXP.WA,Budimex SA,Poland,4300921448,1828745554,-69077431.49,153949261.7,1528494636,2133253695,44668312.69,Act,Industrials,FALSE,,0,East
ENPP.WA,Energoaparatura SA,Poland,16440988.57,7458093.77,321935.47,747283.35,2209796.89,10596964.61,4403918.15,Act,Industrials,FALSE,,0,East
